complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP004576,2024-08-21,2024-08-22,Water Supply,North Zone,High,Water Department,5,No water since morning in North Zone,1,3,8,August,Wednesday,34
CMP004577,2024-01-28,2024-02-22,Garbage Collection,North Zone,Low,Sanitation Department,1,Missed garbage pickup in North Zone,25,1,1,January,Sunday,4
CMP004578,2024-01-11,2024-02-01,Traffic Congestion,South Zone,High,Traffic Department,2,Road blocked due to congestion in South Zone,21,3,1,January,Thursday,2
CMP004579,2024-07-24,2024-08-10,Road Damage,Central Zone,Low,Roads Department,2,Uneven road surface in Central Zone,17,1,7,July,Wednesday,30
CMP004580,2024-06-15,2024-07-08,Road Damage,South Zone,High,Roads Department,2,Large pothole on main road in South Zone,23,3,6,June,Saturday,24
CMP004581,2024-09-03,2024-09-28,Water Supply,Central Zone,Low,Water Department,3,No water since morning in Central Zone,25,1,9,September,Tuesday,36
CMP004582,2024-02-16,2024-02-27,Road Damage,South Zone,Medium,Roads Department,3,Road cracking in South Zone,11,2,2,February,Friday,7
CMP004583,2024-09-02,2024-09-19,Garbage Collection,East Zone,High,Sanitation Department,3,Overflowing trash bins in East Zone,17,3,9,September,Monday,36
CMP004584,2024-05-06,2024-06-01,Street Light Failure,West Zone,Medium,Electricity Department,1,Faulty street lamp in West Zone,26,2,5,May,Monday,19
CMP004585,2024-05-26,2024-06-09,Water Supply,North Zone,Medium,Water Department,3,No water since morning in North Zone,14,2,5,May,Sunday,21
CMP004586,2024-04-27,2024-05-26,Traffic Congestion,North Zone,Low,Traffic Department,3,Road blocked due to congestion in North Zone,29,1,4,April,Saturday,17
CMP004587,2024-05-31,2024-06-20,Garbage Collection,Central Zone,Low,Sanitation Department,2,Missed garbage pickup in Central Zone,20,1,5,May,Friday,22
CMP004588,2024-03-12,2024-03-31,Garbage Collection,East Zone,High,Sanitation Department,1,Missed garbage pickup in East Zone,19,3,3,March,Tuesday,11
CMP004589,2024-12-28,2025-01-18,Street Light Failure,North Zone,Low,Electricity Department,3,Faulty street lamp in North Zone,21,1,12,December,Saturday,52
CMP004590,2024-05-16,2024-05-23,Drainage Problem,North Zone,Medium,Drainage Department,5,Sewage overflow in North Zone,7,2,5,May,Thursday,20
CMP004591,2024-06-23,2024-07-17,Road Damage,Central Zone,Medium,Roads Department,2,Road cracking in Central Zone,24,2,6,June,Sunday,25
CMP004592,2024-10-15,2024-10-28,Street Light Failure,Central Zone,Low,Electricity Department,3,Faulty street lamp in Central Zone,13,1,10,October,Tuesday,42
CMP004593,2024-01-19,2024-02-06,Public Safety,East Zone,Low,Police Department,1,Unsafe area at night in East Zone,18,1,1,January,Friday,3
CMP004594,2024-07-13,2024-08-05,Public Safety,North Zone,Low,Police Department,3,Missing street signs in North Zone,23,1,7,July,Saturday,28
CMP004595,2024-11-25,2024-12-09,Traffic Congestion,West Zone,Low,Traffic Department,4,Signal not working in West Zone,14,1,11,November,Monday,48
CMP004596,2024-06-23,2024-06-24,Traffic Congestion,South Zone,High,Traffic Department,4,Heavy traffic jam in South Zone,1,3,6,June,Sunday,25
CMP004597,2024-12-19,2024-12-26,Garbage Collection,East Zone,Medium,Sanitation Department,3,Garbage not collected for 3 days in East Zone,7,2,12,December,Thursday,51
CMP004598,2024-05-20,2024-05-28,Drainage Problem,West Zone,Low,Drainage Department,4,Blocked drain causing water logging in West Zone,8,1,5,May,Monday,21
CMP004599,2024-09-02,2024-09-20,Water Supply,South Zone,Low,Water Department,1,Low water pressure in South Zone,18,1,9,September,Monday,36
CMP004600,2024-04-02,2024-04-11,Public Safety,West Zone,Medium,Police Department,4,Missing street signs in West Zone,9,2,4,April,Tuesday,14
CMP004601,2024-08-26,2024-08-27,Garbage Collection,Central Zone,Low,Sanitation Department,5,Garbage not collected for 3 days in Central Zone,1,1,8,August,Monday,35
CMP004602,2024-07-23,2024-08-21,Water Supply,West Zone,Low,Water Department,3,Low water pressure in West Zone,29,1,7,July,Tuesday,30
CMP004603,2024-02-17,2024-03-10,Road Damage,South Zone,Low,Roads Department,2,Large pothole on main road in South Zone,22,1,2,February,Saturday,7
CMP004604,2024-09-01,2024-09-18,Water Supply,South Zone,High,Water Department,2,No water since morning in South Zone,17,3,9,September,Sunday,35
CMP004605,2024-11-15,2024-12-04,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,19,1,11,November,Friday,46
CMP004606,2024-11-12,2024-12-09,Road Damage,South Zone,Low,Roads Department,2,Road cracking in South Zone,27,1,11,November,Tuesday,46
CMP004607,2024-10-21,2024-10-27,Traffic Congestion,East Zone,High,Traffic Department,4,Heavy traffic jam in East Zone,6,3,10,October,Monday,43
CMP004608,2024-05-07,2024-05-10,Street Light Failure,East Zone,Low,Electricity Department,5,Dark area at night in East Zone,3,1,5,May,Tuesday,19
CMP004609,2024-12-09,2025-01-02,Garbage Collection,North Zone,High,Sanitation Department,1,Missed garbage pickup in North Zone,24,3,12,December,Monday,50
CMP004610,2024-10-08,2024-10-13,Traffic Congestion,North Zone,Low,Traffic Department,4,Road blocked due to congestion in North Zone,5,1,10,October,Tuesday,41
CMP004611,2024-01-17,2024-01-19,Garbage Collection,South Zone,Low,Sanitation Department,5,Overflowing trash bins in South Zone,2,1,1,January,Wednesday,3
CMP004612,2024-03-11,2024-03-31,Garbage Collection,East Zone,Low,Sanitation Department,3,Overflowing trash bins in East Zone,20,1,3,March,Monday,11
CMP004613,2024-09-25,2024-10-20,Street Light Failure,East Zone,Low,Electricity Department,2,Dark area at night in East Zone,25,1,9,September,Wednesday,39
CMP004614,2024-11-20,2024-11-24,Drainage Problem,East Zone,Low,Drainage Department,4,Blocked drain causing water logging in East Zone,4,1,11,November,Wednesday,47
CMP004615,2024-10-08,2024-10-18,Road Damage,West Zone,Low,Roads Department,3,Road cracking in West Zone,10,1,10,October,Tuesday,41
CMP004616,2024-10-31,2024-11-10,Road Damage,West Zone,Low,Roads Department,2,Large pothole on main road in West Zone,10,1,10,October,Thursday,44
CMP004617,2024-01-07,2024-01-31,Water Supply,East Zone,Low,Water Department,3,Low water pressure in East Zone,24,1,1,January,Sunday,1
CMP004618,2024-11-09,2024-11-30,Road Damage,North Zone,Medium,Roads Department,2,Road cracking in North Zone,21,2,11,November,Saturday,45
CMP004619,2024-10-31,2024-11-11,Garbage Collection,East Zone,High,Sanitation Department,2,Garbage not collected for 3 days in East Zone,11,3,10,October,Thursday,44
CMP004620,2024-04-12,2024-05-09,Public Safety,South Zone,High,Police Department,1,Missing street signs in South Zone,27,3,4,April,Friday,15
CMP004621,2024-11-04,2024-11-20,Traffic Congestion,North Zone,Medium,Traffic Department,3,Heavy traffic jam in North Zone,16,2,11,November,Monday,45
CMP004622,2024-07-11,2024-08-06,Street Light Failure,Central Zone,High,Electricity Department,2,Faulty street lamp in Central Zone,26,3,7,July,Thursday,28
CMP004623,2024-08-28,2024-09-26,Road Damage,South Zone,Low,Roads Department,1,Road cracking in South Zone,29,1,8,August,Wednesday,35
CMP004624,2024-03-02,2024-03-31,Traffic Congestion,West Zone,Low,Traffic Department,2,Heavy traffic jam in West Zone,29,1,3,March,Saturday,9
CMP004625,2024-01-17,2024-02-03,Road Damage,East Zone,Low,Roads Department,1,Uneven road surface in East Zone,17,1,1,January,Wednesday,3
CMP004626,2024-06-19,2024-07-05,Water Supply,North Zone,Medium,Water Department,1,Water supply irregular in North Zone,16,2,6,June,Wednesday,25
CMP004627,2024-01-25,2024-02-01,Garbage Collection,North Zone,High,Sanitation Department,5,Missed garbage pickup in North Zone,7,3,1,January,Thursday,4
CMP004628,2024-09-07,2024-09-23,Street Light Failure,West Zone,Medium,Electricity Department,1,Street light not working for a week in West Zone,16,2,9,September,Saturday,36
CMP004629,2024-09-09,2024-09-12,Drainage Problem,South Zone,Low,Drainage Department,5,Blocked drain causing water logging in South Zone,3,1,9,September,Monday,37
CMP004630,2024-07-25,2024-08-20,Garbage Collection,South Zone,Medium,Sanitation Department,2,Garbage not collected for 3 days in South Zone,26,2,7,July,Thursday,30
CMP004631,2024-01-29,2024-02-14,Garbage Collection,Central Zone,Low,Sanitation Department,1,Missed garbage pickup in Central Zone,16,1,1,January,Monday,5
CMP004632,2024-04-26,2024-05-04,Water Supply,East Zone,Low,Water Department,4,Water supply irregular in East Zone,8,1,4,April,Friday,17
CMP004633,2024-10-08,2024-10-20,Traffic Congestion,North Zone,Medium,Traffic Department,3,Signal not working in North Zone,12,2,10,October,Tuesday,41
CMP004634,2024-05-23,2024-05-26,Water Supply,South Zone,Low,Water Department,5,Water supply irregular in South Zone,3,1,5,May,Thursday,21
CMP004635,2024-01-25,2024-02-11,Garbage Collection,East Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in East Zone,17,1,1,January,Thursday,4
CMP004636,2024-11-05,2024-11-26,Street Light Failure,South Zone,Medium,Electricity Department,3,Street light not working for a week in South Zone,21,2,11,November,Tuesday,45
CMP004637,2024-06-04,2024-06-22,Road Damage,North Zone,Medium,Roads Department,1,Large pothole on main road in North Zone,18,2,6,June,Tuesday,23
CMP004638,2024-03-13,2024-03-24,Garbage Collection,East Zone,Low,Sanitation Department,2,Missed garbage pickup in East Zone,11,1,3,March,Wednesday,11
CMP004639,2024-04-29,2024-05-03,Garbage Collection,North Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in North Zone,4,1,4,April,Monday,18
CMP004640,2024-11-07,2024-11-23,Street Light Failure,West Zone,High,Electricity Department,1,Dark area at night in West Zone,16,3,11,November,Thursday,45
CMP004641,2024-11-16,2024-12-03,Road Damage,West Zone,Low,Roads Department,2,Large pothole on main road in West Zone,17,1,11,November,Saturday,46
CMP004642,2024-04-02,2024-04-11,Public Safety,North Zone,Low,Police Department,2,Suspicious activity in North Zone,9,1,4,April,Tuesday,14
CMP004643,2024-03-26,2024-04-01,Street Light Failure,South Zone,Low,Electricity Department,4,Dark area at night in South Zone,6,1,3,March,Tuesday,13
CMP004644,2024-12-01,2024-12-25,Garbage Collection,East Zone,Medium,Sanitation Department,1,Missed garbage pickup in East Zone,24,2,12,December,Sunday,48
CMP004645,2024-12-29,2025-01-25,Road Damage,East Zone,Low,Roads Department,3,Large pothole on main road in East Zone,27,1,12,December,Sunday,52
CMP004646,2024-04-27,2024-05-17,Water Supply,South Zone,Low,Water Department,2,Low water pressure in South Zone,20,1,4,April,Saturday,17
CMP004647,2024-08-20,2024-09-14,Garbage Collection,South Zone,Low,Sanitation Department,1,Missed garbage pickup in South Zone,25,1,8,August,Tuesday,34
CMP004648,2024-07-17,2024-07-19,Drainage Problem,Central Zone,Low,Drainage Department,5,Sewage overflow in Central Zone,2,1,7,July,Wednesday,29
CMP004649,2024-07-24,2024-08-02,Traffic Congestion,North Zone,Low,Traffic Department,3,Signal not working in North Zone,9,1,7,July,Wednesday,30
CMP004650,2024-12-04,2025-01-01,Garbage Collection,Central Zone,Medium,Sanitation Department,2,Overflowing trash bins in Central Zone,28,2,12,December,Wednesday,49
CMP004651,2024-05-26,2024-06-16,Garbage Collection,North Zone,High,Sanitation Department,1,Missed garbage pickup in North Zone,21,3,5,May,Sunday,21
CMP004652,2024-09-27,2024-10-26,Garbage Collection,South Zone,High,Sanitation Department,3,Garbage not collected for 3 days in South Zone,29,3,9,September,Friday,39
CMP004653,2024-05-18,2024-05-24,Water Supply,East Zone,Medium,Water Department,4,Low water pressure in East Zone,6,2,5,May,Saturday,20
CMP004654,2024-06-29,2024-07-02,Road Damage,North Zone,Medium,Roads Department,4,Uneven road surface in North Zone,3,2,6,June,Saturday,26
CMP004655,2024-01-30,2024-02-19,Water Supply,North Zone,High,Water Department,3,Water supply irregular in North Zone,20,3,1,January,Tuesday,5
CMP004656,2024-02-26,2024-03-03,Public Safety,South Zone,High,Police Department,4,Suspicious activity in South Zone,6,3,2,February,Monday,9
CMP004657,2024-08-19,2024-08-26,Garbage Collection,Central Zone,High,Sanitation Department,5,Garbage not collected for 3 days in Central Zone,7,3,8,August,Monday,34
CMP004658,2024-05-25,2024-05-26,Road Damage,South Zone,Low,Roads Department,5,Large pothole on main road in South Zone,1,1,5,May,Saturday,21
CMP004659,2024-02-17,2024-03-11,Drainage Problem,East Zone,Low,Drainage Department,3,Blocked drain causing water logging in East Zone,23,1,2,February,Saturday,7
CMP004660,2024-07-12,2024-07-13,Road Damage,West Zone,High,Roads Department,5,Road cracking in West Zone,1,3,7,July,Friday,28
CMP004661,2024-08-11,2024-08-16,Garbage Collection,West Zone,High,Sanitation Department,5,Missed garbage pickup in West Zone,5,3,8,August,Sunday,32
CMP004662,2024-05-15,2024-05-21,Garbage Collection,West Zone,Medium,Sanitation Department,5,Garbage not collected for 3 days in West Zone,6,2,5,May,Wednesday,20
CMP004663,2024-01-22,2024-02-04,Water Supply,South Zone,High,Water Department,4,No water since morning in South Zone,13,3,1,January,Monday,4
CMP004664,2024-01-06,2024-01-08,Public Safety,North Zone,Medium,Police Department,5,Suspicious activity in North Zone,2,2,1,January,Saturday,1
CMP004665,2024-07-22,2024-08-06,Drainage Problem,South Zone,Medium,Drainage Department,3,Sewage overflow in South Zone,15,2,7,July,Monday,30
CMP004666,2024-08-26,2024-09-10,Public Safety,North Zone,Low,Police Department,2,Unsafe area at night in North Zone,15,1,8,August,Monday,35
CMP004667,2024-07-03,2024-07-16,Traffic Congestion,North Zone,Medium,Traffic Department,2,Heavy traffic jam in North Zone,13,2,7,July,Wednesday,27
CMP004668,2024-12-25,2025-01-20,Water Supply,North Zone,Medium,Water Department,3,No water since morning in North Zone,26,2,12,December,Wednesday,52
CMP004669,2024-10-18,2024-11-12,Drainage Problem,Central Zone,High,Drainage Department,2,Drainage pipe broken in Central Zone,25,3,10,October,Friday,42
CMP004670,2024-11-30,2024-12-14,Public Safety,Central Zone,Low,Police Department,2,Missing street signs in Central Zone,14,1,11,November,Saturday,48
CMP004671,2024-08-07,2024-09-02,Water Supply,North Zone,High,Water Department,2,Water supply irregular in North Zone,26,3,8,August,Wednesday,32
CMP004672,2024-04-25,2024-05-17,Garbage Collection,North Zone,High,Sanitation Department,2,Garbage not collected for 3 days in North Zone,22,3,4,April,Thursday,17
CMP004673,2024-11-08,2024-11-15,Road Damage,North Zone,Low,Roads Department,4,Uneven road surface in North Zone,7,1,11,November,Friday,45
CMP004674,2024-02-18,2024-03-03,Garbage Collection,South Zone,Low,Sanitation Department,3,Overflowing trash bins in South Zone,14,1,2,February,Sunday,7
CMP004675,2024-06-21,2024-07-17,Garbage Collection,North Zone,Medium,Sanitation Department,1,Overflowing trash bins in North Zone,26,2,6,June,Friday,25
CMP004676,2024-03-22,2024-04-15,Public Safety,Central Zone,Low,Police Department,2,Unsafe area at night in Central Zone,24,1,3,March,Friday,12
CMP004677,2024-11-17,2024-12-14,Drainage Problem,North Zone,Medium,Drainage Department,3,Drainage pipe broken in North Zone,27,2,11,November,Sunday,46
CMP004678,2024-11-28,2024-12-27,Garbage Collection,North Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in North Zone,29,1,11,November,Thursday,48
CMP004679,2024-02-14,2024-02-24,Water Supply,North Zone,Low,Water Department,3,No water since morning in North Zone,10,1,2,February,Wednesday,7
CMP004680,2024-11-30,2024-12-17,Drainage Problem,Central Zone,Low,Drainage Department,1,Blocked drain causing water logging in Central Zone,17,1,11,November,Saturday,48
CMP004681,2024-01-20,2024-02-03,Street Light Failure,Central Zone,Low,Electricity Department,2,Faulty street lamp in Central Zone,14,1,1,January,Saturday,3
CMP004682,2024-08-08,2024-08-16,Water Supply,West Zone,Low,Water Department,3,Low water pressure in West Zone,8,1,8,August,Thursday,32
CMP004683,2024-05-02,2024-05-06,Traffic Congestion,East Zone,High,Traffic Department,3,Road blocked due to congestion in East Zone,4,3,5,May,Thursday,18
CMP004684,2024-08-21,2024-09-16,Drainage Problem,North Zone,Low,Drainage Department,2,Drainage pipe broken in North Zone,26,1,8,August,Wednesday,34
CMP004685,2024-08-08,2024-08-24,Drainage Problem,South Zone,High,Drainage Department,2,Sewage overflow in South Zone,16,3,8,August,Thursday,32
CMP004686,2024-11-18,2024-12-12,Water Supply,East Zone,High,Water Department,2,Low water pressure in East Zone,24,3,11,November,Monday,47
CMP004687,2024-12-04,2024-12-17,Garbage Collection,West Zone,High,Sanitation Department,3,Missed garbage pickup in West Zone,13,3,12,December,Wednesday,49
CMP004688,2024-01-03,2024-01-25,Drainage Problem,South Zone,Low,Drainage Department,3,Sewage overflow in South Zone,22,1,1,January,Wednesday,1
CMP004689,2024-06-30,2024-07-27,Garbage Collection,South Zone,Medium,Sanitation Department,1,Missed garbage pickup in South Zone,27,2,6,June,Sunday,26
CMP004690,2024-07-24,2024-08-18,Street Light Failure,East Zone,Low,Electricity Department,2,Street light not working for a week in East Zone,25,1,7,July,Wednesday,30
CMP004691,2024-11-15,2024-12-12,Garbage Collection,South Zone,Low,Sanitation Department,3,Overflowing trash bins in South Zone,27,1,11,November,Friday,46
CMP004692,2024-02-09,2024-02-29,Water Supply,East Zone,High,Water Department,3,Water supply irregular in East Zone,20,3,2,February,Friday,6
CMP004693,2024-02-28,2024-03-17,Water Supply,South Zone,Low,Water Department,2,Low water pressure in South Zone,18,1,2,February,Wednesday,9
CMP004694,2024-03-02,2024-03-16,Garbage Collection,North Zone,High,Sanitation Department,3,Overflowing trash bins in North Zone,14,3,3,March,Saturday,9
CMP004695,2024-05-11,2024-05-29,Drainage Problem,East Zone,Medium,Drainage Department,1,Blocked drain causing water logging in East Zone,18,2,5,May,Saturday,19
CMP004696,2024-02-29,2024-03-05,Garbage Collection,Central Zone,Low,Sanitation Department,3,Missed garbage pickup in Central Zone,5,1,2,February,Thursday,9
CMP004697,2024-11-26,2024-12-22,Drainage Problem,South Zone,Low,Drainage Department,2,Blocked drain causing water logging in South Zone,26,1,11,November,Tuesday,48
CMP004698,2024-05-01,2024-05-10,Drainage Problem,South Zone,Medium,Drainage Department,2,Sewage overflow in South Zone,9,2,5,May,Wednesday,18
CMP004699,2024-04-16,2024-05-14,Water Supply,North Zone,Medium,Water Department,3,Low water pressure in North Zone,28,2,4,April,Tuesday,16
CMP004700,2024-04-05,2024-04-08,Street Light Failure,West Zone,Medium,Electricity Department,5,Dark area at night in West Zone,3,2,4,April,Friday,14
CMP004701,2024-12-12,2024-12-20,Garbage Collection,West Zone,Low,Sanitation Department,2,Missed garbage pickup in West Zone,8,1,12,December,Thursday,50
CMP004702,2024-08-22,2024-09-11,Traffic Congestion,South Zone,Low,Traffic Department,1,Signal not working in South Zone,20,1,8,August,Thursday,34
CMP004703,2024-03-02,2024-03-24,Road Damage,South Zone,Low,Roads Department,2,Uneven road surface in South Zone,22,1,3,March,Saturday,9
CMP004704,2024-09-12,2024-09-22,Water Supply,Central Zone,Low,Water Department,2,Low water pressure in Central Zone,10,1,9,September,Thursday,37
CMP004705,2024-02-18,2024-03-11,Water Supply,West Zone,Low,Water Department,2,No water since morning in West Zone,22,1,2,February,Sunday,7
CMP004706,2024-12-13,2025-01-01,Street Light Failure,East Zone,Low,Electricity Department,3,Dark area at night in East Zone,19,1,12,December,Friday,50
CMP004707,2024-06-07,2024-06-28,Drainage Problem,South Zone,Low,Drainage Department,3,Blocked drain causing water logging in South Zone,21,1,6,June,Friday,23
CMP004708,2024-05-03,2024-05-31,Garbage Collection,South Zone,Medium,Sanitation Department,2,Missed garbage pickup in South Zone,28,2,5,May,Friday,18
CMP004709,2024-11-12,2024-11-15,Road Damage,West Zone,Medium,Roads Department,5,Uneven road surface in West Zone,3,2,11,November,Tuesday,46
CMP004710,2024-07-25,2024-08-05,Garbage Collection,East Zone,Low,Sanitation Department,3,Missed garbage pickup in East Zone,11,1,7,July,Thursday,30
CMP004711,2024-02-17,2024-02-28,Traffic Congestion,East Zone,Medium,Traffic Department,3,Heavy traffic jam in East Zone,11,2,2,February,Saturday,7
CMP004712,2024-05-15,2024-06-01,Garbage Collection,North Zone,Medium,Sanitation Department,2,Missed garbage pickup in North Zone,17,2,5,May,Wednesday,20
CMP004713,2024-07-19,2024-08-04,Street Light Failure,East Zone,Medium,Electricity Department,1,Street light not working for a week in East Zone,16,2,7,July,Friday,29
CMP004714,2024-09-06,2024-09-13,Garbage Collection,West Zone,Medium,Sanitation Department,3,Garbage not collected for 3 days in West Zone,7,2,9,September,Friday,36
CMP004715,2024-11-09,2024-11-13,Road Damage,Central Zone,Low,Roads Department,5,Road cracking in Central Zone,4,1,11,November,Saturday,45
CMP004716,2024-12-22,2025-01-14,Drainage Problem,North Zone,Low,Drainage Department,3,Blocked drain causing water logging in North Zone,23,1,12,December,Sunday,51
CMP004717,2024-11-13,2024-12-02,Traffic Congestion,West Zone,Low,Traffic Department,2,Road blocked due to congestion in West Zone,19,1,11,November,Wednesday,46
CMP004718,2024-10-21,2024-11-02,Traffic Congestion,East Zone,Low,Traffic Department,3,Heavy traffic jam in East Zone,12,1,10,October,Monday,43
CMP004719,2024-11-09,2024-11-24,Road Damage,Central Zone,Medium,Roads Department,2,Large pothole on main road in Central Zone,15,2,11,November,Saturday,45
CMP004720,2024-07-27,2024-08-07,Drainage Problem,West Zone,High,Drainage Department,3,Blocked drain causing water logging in West Zone,11,3,7,July,Saturday,30
CMP004721,2024-12-20,2024-12-25,Road Damage,Central Zone,Low,Roads Department,4,Uneven road surface in Central Zone,5,1,12,December,Friday,51
CMP004722,2024-07-29,2024-08-03,Drainage Problem,Central Zone,Medium,Drainage Department,5,Drainage pipe broken in Central Zone,5,2,7,July,Monday,31
CMP004723,2024-07-10,2024-07-25,Road Damage,South Zone,High,Roads Department,2,Uneven road surface in South Zone,15,3,7,July,Wednesday,28
CMP004724,2024-02-13,2024-03-13,Road Damage,West Zone,Low,Roads Department,1,Road cracking in West Zone,29,1,2,February,Tuesday,7
CMP004725,2024-01-29,2024-02-16,Garbage Collection,East Zone,High,Sanitation Department,2,Overflowing trash bins in East Zone,18,3,1,January,Monday,5
CMP004726,2024-02-28,2024-03-10,Road Damage,North Zone,Low,Roads Department,3,Large pothole on main road in North Zone,11,1,2,February,Wednesday,9
CMP004727,2024-03-11,2024-04-06,Garbage Collection,North Zone,High,Sanitation Department,2,Missed garbage pickup in North Zone,26,3,3,March,Monday,11
CMP004728,2024-04-01,2024-04-13,Drainage Problem,North Zone,Low,Drainage Department,3,Blocked drain causing water logging in North Zone,12,1,4,April,Monday,14
CMP004729,2024-09-21,2024-09-23,Street Light Failure,West Zone,Low,Electricity Department,5,Faulty street lamp in West Zone,2,1,9,September,Saturday,38
CMP004730,2024-08-07,2024-08-27,Public Safety,South Zone,Medium,Police Department,1,Unsafe area at night in South Zone,20,2,8,August,Wednesday,32
CMP004731,2024-08-02,2024-08-17,Garbage Collection,Central Zone,High,Sanitation Department,1,Missed garbage pickup in Central Zone,15,3,8,August,Friday,31
CMP004732,2024-10-03,2024-10-23,Garbage Collection,West Zone,Low,Sanitation Department,2,Missed garbage pickup in West Zone,20,1,10,October,Thursday,40
CMP004733,2024-03-04,2024-03-08,Drainage Problem,West Zone,Medium,Drainage Department,4,Drainage pipe broken in West Zone,4,2,3,March,Monday,10
CMP004734,2024-12-11,2025-01-02,Water Supply,South Zone,Medium,Water Department,1,Low water pressure in South Zone,22,2,12,December,Wednesday,50
CMP004735,2024-10-18,2024-11-05,Road Damage,East Zone,Low,Roads Department,2,Large pothole on main road in East Zone,18,1,10,October,Friday,42
CMP004736,2024-09-01,2024-09-07,Drainage Problem,East Zone,Low,Drainage Department,5,Drainage pipe broken in East Zone,6,1,9,September,Sunday,35
CMP004737,2024-03-02,2024-03-25,Road Damage,South Zone,Low,Roads Department,1,Road cracking in South Zone,23,1,3,March,Saturday,9
CMP004738,2024-11-27,2024-12-24,Garbage Collection,West Zone,Low,Sanitation Department,3,Overflowing trash bins in West Zone,27,1,11,November,Wednesday,48
CMP004739,2024-06-18,2024-07-14,Drainage Problem,West Zone,Medium,Drainage Department,3,Drainage pipe broken in West Zone,26,2,6,June,Tuesday,25
CMP004740,2024-09-25,2024-10-14,Garbage Collection,North Zone,High,Sanitation Department,3,Missed garbage pickup in North Zone,19,3,9,September,Wednesday,39
CMP004741,2024-09-23,2024-10-04,Drainage Problem,West Zone,Medium,Drainage Department,4,Sewage overflow in West Zone,11,2,9,September,Monday,39
CMP004742,2024-02-23,2024-03-22,Garbage Collection,North Zone,High,Sanitation Department,2,Missed garbage pickup in North Zone,28,3,2,February,Friday,8
CMP004743,2024-01-16,2024-02-09,Street Light Failure,East Zone,Low,Electricity Department,2,Dark area at night in East Zone,24,1,1,January,Tuesday,3
CMP004744,2024-01-08,2024-01-10,Garbage Collection,East Zone,Low,Sanitation Department,5,Missed garbage pickup in East Zone,2,1,1,January,Monday,2
CMP004745,2024-04-13,2024-05-10,Street Light Failure,North Zone,High,Electricity Department,2,Dark area at night in North Zone,27,3,4,April,Saturday,15
CMP004746,2024-02-28,2024-03-07,Garbage Collection,West Zone,High,Sanitation Department,3,Missed garbage pickup in West Zone,8,3,2,February,Wednesday,9
CMP004747,2024-11-08,2024-12-07,Drainage Problem,West Zone,Low,Drainage Department,2,Sewage overflow in West Zone,29,1,11,November,Friday,45
CMP004748,2024-02-09,2024-02-20,Road Damage,West Zone,Low,Roads Department,3,Large pothole on main road in West Zone,11,1,2,February,Friday,6
CMP004749,2024-08-24,2024-08-29,Garbage Collection,North Zone,High,Sanitation Department,5,Missed garbage pickup in North Zone,5,3,8,August,Saturday,34
CMP004750,2024-04-03,2024-04-21,Street Light Failure,South Zone,Low,Electricity Department,3,Faulty street lamp in South Zone,18,1,4,April,Wednesday,14
CMP004751,2024-08-09,2024-09-01,Road Damage,South Zone,Low,Roads Department,3,Road cracking in South Zone,23,1,8,August,Friday,32
CMP004752,2024-07-22,2024-08-09,Garbage Collection,Central Zone,Medium,Sanitation Department,1,Missed garbage pickup in Central Zone,18,2,7,July,Monday,30
CMP004753,2024-05-17,2024-05-31,Garbage Collection,North Zone,High,Sanitation Department,2,Garbage not collected for 3 days in North Zone,14,3,5,May,Friday,20
CMP004754,2024-10-26,2024-11-17,Water Supply,East Zone,Medium,Water Department,2,No water since morning in East Zone,22,2,10,October,Saturday,43
CMP004755,2024-07-25,2024-08-04,Garbage Collection,Central Zone,Medium,Sanitation Department,3,Overflowing trash bins in Central Zone,10,2,7,July,Thursday,30
CMP004756,2024-12-01,2024-12-04,Garbage Collection,West Zone,Low,Sanitation Department,5,Overflowing trash bins in West Zone,3,1,12,December,Sunday,48
CMP004757,2024-03-21,2024-03-30,Garbage Collection,West Zone,Medium,Sanitation Department,4,Missed garbage pickup in West Zone,9,2,3,March,Thursday,12
CMP004758,2024-08-05,2024-08-08,Street Light Failure,Central Zone,Low,Electricity Department,5,Dark area at night in Central Zone,3,1,8,August,Monday,32
CMP004759,2024-01-02,2024-01-13,Road Damage,South Zone,High,Roads Department,3,Large pothole on main road in South Zone,11,3,1,January,Tuesday,1
CMP004760,2024-06-26,2024-07-08,Garbage Collection,South Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in South Zone,12,1,6,June,Wednesday,26
CMP004761,2024-12-11,2024-12-23,Public Safety,North Zone,Medium,Police Department,3,Unsafe area at night in North Zone,12,2,12,December,Wednesday,50
CMP004762,2024-10-05,2024-10-08,Drainage Problem,North Zone,High,Drainage Department,5,Blocked drain causing water logging in North Zone,3,3,10,October,Saturday,40
CMP004763,2024-05-25,2024-06-15,Garbage Collection,East Zone,Low,Sanitation Department,3,Overflowing trash bins in East Zone,21,1,5,May,Saturday,21
CMP004764,2024-11-13,2024-11-20,Garbage Collection,North Zone,High,Sanitation Department,3,Missed garbage pickup in North Zone,7,3,11,November,Wednesday,46
