complaint_id,date_complaint,date_resolved,category,zone,department,priority,citizen_satisfaction,resolution_delay
C03944,2024-06-04,2024-06-11,Safety,South,Roads Dept,High,3,7
C03945,2024-03-10,2024-03-19,Lights,North,Electric Dept,Low,2,9
C03946,2024-06-17,2024-06-27,Traffic,East,Drainage Dept,Low,2,10
C03947,2024-09-28,2024-10-16,Drainage,West,Electric Dept,Low,2,18
C03948,2024-03-08,2024-03-31,Lights,Central,Electric Dept,Low,4,23
C03949,2024-12-20,2024-12-27,Traffic,North,Roads Dept,Low,1,7
C03950,2024-09-08,2024-10-05,Lights,West,Traffic Dept,Low,2,27
C03951,2024-02-17,2024-02-24,Water,North,Sanitation,Medium,1,7
C03952,2024-07-02,2024-07-05,Lights,South,Electric Dept,Medium,5,3
C03953,2024-11-15,2024-11-27,Garbage,East,Water Dept,Low,5,12
C03954,2024-07-05,2024-07-12,Lights,North,Sanitation,Medium,1,7
C03955,2024-03-30,2024-04-16,Traffic,East,Water Dept,Low,5,17
C03956,2024-11-27,2024-12-23,Drainage,North,Sanitation,Medium,5,26
C03957,2024-05-18,2024-05-19,Drainage,South,Safety Dept,Medium,5,1
C03958,2024-12-22,2024-12-27,Road,South,Sanitation,Low,3,5
C03959,2024-03-29,2024-04-14,Safety,West,Drainage Dept,Medium,3,16
C03960,2024-09-30,2024-10-15,Lights,South,Water Dept,Medium,1,15
C03961,2024-01-19,2024-01-21,Drainage,East,Water Dept,Low,1,2
C03962,2024-11-06,2024-11-15,Lights,South,Safety Dept,Low,4,9
C03963,2024-12-23,2024-12-30,Safety,North,Sanitation,High,3,7
C03964,2024-06-02,2024-06-06,Drainage,South,Electric Dept,Low,1,4
C03965,2024-09-16,2024-10-06,Safety,East,Water Dept,Medium,3,20
C03966,2024-04-17,2024-05-05,Lights,North,Safety Dept,High,4,18
C03967,2024-10-11,2024-11-01,Traffic,West,Roads Dept,Low,1,21
C03968,2024-02-28,2024-03-03,Lights,West,Roads Dept,Low,1,4
C03969,2024-05-04,2024-06-01,Safety,West,Sanitation,High,1,28
C03970,2024-12-19,2025-01-01,Traffic,North,Traffic Dept,Low,1,13
C03971,2024-09-29,2024-09-30,Traffic,West,Sanitation,Medium,2,1
C03972,2024-04-16,2024-05-14,Road,South,Safety Dept,Medium,3,28
C03973,2024-10-25,2024-11-18,Drainage,North,Sanitation,Medium,3,24
C03974,2024-09-01,2024-09-04,Garbage,North,Electric Dept,High,3,3
C03975,2024-12-01,2024-12-17,Traffic,North,Electric Dept,High,4,16
C03976,2024-09-03,2024-09-25,Safety,Central,Drainage Dept,Medium,2,22
C03977,2024-01-08,2024-01-12,Drainage,East,Safety Dept,High,3,4
C03978,2024-05-20,2024-06-14,Water,Central,Traffic Dept,High,3,25
C03979,2024-12-27,2025-01-19,Lights,Central,Safety Dept,High,1,23
C03980,2024-01-08,2024-02-02,Safety,Central,Safety Dept,Medium,1,25
C03981,2024-12-17,2025-01-02,Water,East,Traffic Dept,Low,1,16
C03982,2024-04-03,2024-04-29,Safety,Central,Safety Dept,Medium,3,26
C03983,2024-11-16,2024-12-05,Lights,West,Traffic Dept,Low,1,19
C03984,2024-02-08,2024-02-09,Road,North,Traffic Dept,Low,3,1
C03985,2024-03-21,2024-03-26,Safety,North,Traffic Dept,Low,4,5
C03986,2024-07-05,2024-07-24,Traffic,South,Safety Dept,High,4,19
C03987,2024-03-24,2024-04-15,Garbage,West,Safety Dept,Low,5,22
C03988,2024-03-28,2024-04-21,Traffic,East,Sanitation,Medium,2,24
C03989,2024-08-29,2024-09-09,Lights,North,Safety Dept,Medium,1,11
C03990,2024-12-07,2024-12-20,Safety,Central,Sanitation,Low,1,13
C03991,2024-04-02,2024-04-22,Garbage,South,Drainage Dept,Medium,2,20
C03992,2024-03-26,2024-03-31,Traffic,South,Roads Dept,Medium,2,5
C03993,2024-02-13,2024-03-05,Garbage,North,Roads Dept,High,5,21
C03994,2024-05-16,2024-05-20,Lights,West,Drainage Dept,Low,2,4
C03995,2024-03-14,2024-03-18,Road,South,Drainage Dept,Low,3,4
C03996,2024-02-05,2024-02-09,Road,North,Water Dept,Medium,1,4
C03997,2024-04-10,2024-04-14,Safety,West,Sanitation,Low,2,4
C03998,2024-06-04,2024-06-24,Traffic,North,Traffic Dept,Low,3,20
C03999,2024-09-11,2024-10-02,Water,North,Water Dept,Low,2,21
C04000,2024-06-19,2024-07-07,Lights,West,Electric Dept,Medium,3,18
C04001,2024-08-03,2024-08-21,Traffic,West,Sanitation,Low,4,18
C04002,2024-06-18,2024-07-04,Traffic,West,Safety Dept,Medium,3,16
C04003,2024-09-08,2024-09-17,Road,North,Drainage Dept,High,5,9
C04004,2024-12-25,2025-01-12,Safety,South,Roads Dept,Medium,3,18
C04005,2024-11-17,2024-12-09,Garbage,East,Sanitation,Low,2,22
C04006,2024-02-24,2024-02-26,Lights,East,Drainage Dept,Low,4,2
C04007,2024-03-31,2024-04-21,Garbage,North,Sanitation,Low,4,21
C04008,2024-10-04,2024-10-08,Drainage,North,Safety Dept,Low,3,4
C04009,2024-04-10,2024-04-22,Drainage,South,Sanitation,Low,2,12
C04010,2024-06-03,2024-06-10,Lights,West,Safety Dept,Low,4,7
C04011,2024-12-14,2024-12-29,Safety,North,Sanitation,Medium,3,15
C04012,2024-12-29,2025-01-05,Water,Central,Electric Dept,High,3,7
C04013,2024-05-20,2024-06-18,Drainage,West,Roads Dept,High,3,29
C04014,2024-06-21,2024-07-13,Road,North,Sanitation,Low,4,22
C04015,2024-01-10,2024-02-05,Water,Central,Drainage Dept,Medium,1,26
C04016,2024-08-15,2024-09-05,Traffic,South,Electric Dept,Low,2,21
C04017,2024-09-21,2024-10-08,Drainage,Central,Water Dept,Medium,5,17
C04018,2024-09-04,2024-09-20,Road,North,Sanitation,Low,5,16
C04019,2024-09-03,2024-10-01,Traffic,East,Safety Dept,High,2,28
C04020,2024-06-03,2024-06-22,Water,North,Electric Dept,High,1,19
C04021,2024-02-03,2024-02-12,Lights,East,Traffic Dept,Low,2,9
C04022,2024-05-08,2024-05-22,Traffic,South,Water Dept,Medium,3,14
C04023,2024-06-08,2024-06-25,Garbage,South,Roads Dept,Medium,2,17
C04024,2024-03-29,2024-04-03,Lights,West,Sanitation,Low,2,5
C04025,2024-04-02,2024-04-04,Lights,West,Sanitation,Medium,4,2
C04026,2024-11-22,2024-12-12,Water,East,Electric Dept,Medium,5,20
C04027,2024-08-28,2024-09-13,Water,East,Roads Dept,High,5,16
C04028,2024-11-18,2024-12-02,Road,South,Traffic Dept,Medium,3,14
C04029,2024-04-26,2024-05-10,Road,Central,Water Dept,Medium,3,14
C04030,2024-04-03,2024-04-30,Garbage,East,Drainage Dept,High,4,27
C04031,2024-06-11,2024-06-12,Lights,East,Roads Dept,High,3,1
C04032,2024-04-08,2024-04-11,Safety,Central,Sanitation,Low,1,3
C04033,2024-04-22,2024-05-18,Garbage,West,Electric Dept,Low,4,26
C04034,2024-12-24,2024-12-31,Garbage,West,Traffic Dept,Medium,4,7
C04035,2024-03-31,2024-04-26,Safety,East,Electric Dept,High,2,26
C04036,2024-12-11,2024-12-26,Safety,West,Water Dept,Low,2,15
C04037,2024-07-24,2024-08-12,Safety,West,Safety Dept,Low,1,19
C04038,2024-01-17,2024-02-06,Water,West,Safety Dept,Low,4,20
C04039,2024-09-30,2024-10-02,Garbage,South,Roads Dept,Medium,4,2
C04040,2024-06-21,2024-07-10,Garbage,North,Electric Dept,High,2,19
C04041,2024-04-25,2024-05-04,Traffic,East,Drainage Dept,Low,5,9
C04042,2024-12-14,2025-01-02,Safety,East,Drainage Dept,Low,5,19
C04043,2024-06-29,2024-07-26,Safety,South,Safety Dept,High,2,27
C04044,2024-03-31,2024-04-05,Road,North,Safety Dept,Low,3,5
C04045,2024-03-22,2024-04-09,Road,North,Electric Dept,High,4,18
C04046,2024-11-19,2024-12-05,Lights,South,Sanitation,Low,1,16
C04047,2024-04-23,2024-04-27,Road,Central,Electric Dept,Medium,5,4
C04048,2024-09-13,2024-09-25,Drainage,Central,Traffic Dept,Medium,3,12
C04049,2024-02-27,2024-03-27,Lights,North,Roads Dept,Medium,4,29
C04050,2024-06-02,2024-06-09,Safety,Central,Water Dept,High,3,7
C04051,2024-12-30,2025-01-13,Traffic,Central,Drainage Dept,High,4,14
C04052,2024-04-25,2024-05-18,Road,Central,Electric Dept,High,4,23
C04053,2024-12-08,2024-12-20,Traffic,North,Traffic Dept,Low,2,12
C04054,2024-09-22,2024-09-25,Road,Central,Safety Dept,Low,2,3
C04055,2024-11-10,2024-11-15,Road,East,Drainage Dept,Low,1,5
C04056,2024-07-21,2024-08-07,Traffic,North,Drainage Dept,High,1,17
C04057,2024-02-10,2024-03-07,Garbage,South,Water Dept,Medium,3,26
C04058,2024-04-14,2024-04-24,Garbage,Central,Drainage Dept,High,2,10
C04059,2024-07-11,2024-07-21,Garbage,West,Traffic Dept,High,4,10
C04060,2024-10-04,2024-10-15,Drainage,North,Drainage Dept,Medium,2,11
C04061,2024-12-19,2025-01-05,Garbage,South,Drainage Dept,High,4,17
C04062,2024-08-24,2024-08-29,Road,East,Electric Dept,High,2,5
C04063,2024-08-08,2024-08-21,Safety,South,Electric Dept,High,4,13
C04064,2024-03-08,2024-03-18,Water,Central,Safety Dept,Medium,3,10
C04065,2024-07-15,2024-07-24,Traffic,West,Roads Dept,High,2,9
C04066,2024-09-12,2024-09-29,Safety,Central,Sanitation,Low,5,17
C04067,2024-05-18,2024-05-19,Water,South,Traffic Dept,Medium,5,1
C04068,2024-11-07,2024-11-11,Safety,North,Sanitation,Low,4,4
C04069,2024-05-28,2024-06-01,Drainage,West,Sanitation,Low,3,4
C04070,2024-04-08,2024-04-26,Water,West,Drainage Dept,High,4,18
C04071,2024-03-16,2024-03-25,Lights,South,Safety Dept,Medium,3,9
C04072,2024-10-08,2024-11-02,Garbage,Central,Water Dept,Low,1,25
C04073,2024-04-18,2024-05-17,Drainage,South,Water Dept,Low,2,29
C04074,2024-07-06,2024-08-04,Safety,West,Drainage Dept,High,3,29
C04075,2024-07-17,2024-08-04,Road,South,Safety Dept,High,4,18
C04076,2024-10-29,2024-11-12,Garbage,West,Traffic Dept,Low,1,14
C04077,2024-11-22,2024-12-17,Garbage,Central,Sanitation,High,4,25
C04078,2024-06-02,2024-06-17,Water,North,Roads Dept,Low,5,15
C04079,2024-02-09,2024-02-15,Lights,North,Safety Dept,Medium,5,6
C04080,2024-05-12,2024-06-05,Garbage,South,Sanitation,Medium,2,24
C04081,2024-05-11,2024-05-21,Safety,West,Water Dept,High,2,10
C04082,2024-10-05,2024-11-03,Safety,North,Sanitation,High,1,29
C04083,2024-12-27,2025-01-11,Traffic,West,Electric Dept,Low,5,15
C04084,2024-03-24,2024-04-22,Traffic,Central,Electric Dept,Medium,3,29
C04085,2024-08-29,2024-09-02,Garbage,South,Roads Dept,Low,5,4
C04086,2024-04-25,2024-05-13,Water,West,Traffic Dept,Medium,2,18
C04087,2024-04-18,2024-05-06,Water,South,Sanitation,Medium,4,18
C04088,2024-08-08,2024-09-02,Road,West,Electric Dept,Low,1,25
C04089,2024-02-10,2024-02-27,Drainage,West,Traffic Dept,Low,5,17
C04090,2024-05-26,2024-06-07,Drainage,Central,Safety Dept,Low,3,12
C04091,2024-04-21,2024-04-28,Drainage,South,Safety Dept,Medium,3,7
C04092,2024-04-12,2024-04-28,Lights,East,Electric Dept,Medium,3,16
C04093,2024-02-15,2024-02-26,Water,West,Traffic Dept,Low,1,11
C04094,2024-11-19,2024-12-03,Road,West,Traffic Dept,High,3,14
C04095,2024-09-27,2024-09-30,Traffic,North,Electric Dept,Low,3,3
C04096,2024-07-13,2024-08-01,Safety,South,Drainage Dept,Medium,5,19
C04097,2024-10-06,2024-10-24,Drainage,East,Water Dept,Medium,1,18
C04098,2024-10-09,2024-10-19,Traffic,Central,Traffic Dept,Low,4,10
C04099,2024-02-09,2024-02-15,Traffic,East,Safety Dept,Low,4,6
C04100,2024-07-07,2024-07-20,Garbage,Central,Drainage Dept,High,3,13
C04101,2024-06-12,2024-06-22,Lights,East,Sanitation,Medium,2,10
C04102,2024-01-24,2024-02-11,Road,East,Drainage Dept,Low,1,18
C04103,2024-01-24,2024-02-19,Lights,South,Electric Dept,Low,2,26
C04104,2024-01-04,2024-01-24,Garbage,North,Drainage Dept,High,1,20
C04105,2024-11-18,2024-12-14,Road,East,Water Dept,Low,1,26
C04106,2024-10-16,2024-11-01,Road,West,Electric Dept,High,5,16
C04107,2024-06-29,2024-07-24,Water,West,Roads Dept,Low,3,25
C04108,2024-09-04,2024-09-29,Lights,West,Sanitation,Medium,5,25
C04109,2024-04-25,2024-05-01,Lights,North,Safety Dept,Low,2,6
C04110,2024-10-05,2024-10-18,Water,East,Roads Dept,High,2,13
C04111,2024-12-30,2025-01-03,Traffic,Central,Drainage Dept,Medium,4,4
C04112,2024-03-09,2024-04-01,Garbage,Central,Traffic Dept,Medium,5,23
C04113,2024-12-16,2024-12-30,Lights,South,Drainage Dept,Low,5,14
C04114,2024-09-10,2024-09-11,Water,North,Safety Dept,Low,5,1
C04115,2024-06-29,2024-07-27,Safety,East,Safety Dept,Low,4,28
C04116,2024-11-13,2024-12-03,Road,West,Traffic Dept,Low,5,20
C04117,2024-06-17,2024-06-22,Drainage,North,Roads Dept,High,5,5
C04118,2024-11-08,2024-11-16,Safety,North,Roads Dept,Medium,5,8
C04119,2024-09-05,2024-09-17,Water,East,Traffic Dept,Low,5,12
C04120,2024-07-06,2024-07-08,Drainage,South,Water Dept,High,2,2
C04121,2024-02-23,2024-03-06,Traffic,South,Sanitation,High,3,12
C04122,2024-11-21,2024-11-26,Garbage,South,Electric Dept,Medium,2,5
C04123,2024-12-22,2025-01-13,Drainage,West,Roads Dept,Medium,5,22
C04124,2024-11-08,2024-11-13,Traffic,West,Sanitation,High,1,5
C04125,2024-05-17,2024-05-30,Drainage,East,Electric Dept,Medium,1,13
C04126,2024-06-16,2024-06-25,Road,South,Drainage Dept,Medium,4,9
C04127,2024-04-12,2024-04-22,Road,East,Electric Dept,Medium,2,10
C04128,2024-03-25,2024-03-26,Road,South,Roads Dept,Low,4,1
C04129,2024-11-12,2024-11-15,Road,North,Water Dept,High,4,3
C04130,2024-07-30,2024-08-17,Water,Central,Water Dept,Medium,1,18
C04131,2024-01-03,2024-01-15,Road,Central,Sanitation,Medium,2,12
C04132,2024-06-27,2024-07-26,Safety,South,Drainage Dept,Low,3,29
C04133,2024-12-07,2024-12-10,Road,East,Sanitation,Low,2,3
C04134,2024-10-29,2024-11-24,Safety,West,Traffic Dept,Low,4,26
C04135,2024-11-27,2024-12-22,Water,South,Water Dept,Low,5,25
C04136,2024-02-07,2024-03-07,Road,South,Sanitation,Medium,4,29
C04137,2024-08-26,2024-09-04,Traffic,West,Traffic Dept,Low,2,9
C04138,2024-06-17,2024-07-13,Traffic,South,Drainage Dept,Low,1,26
C04139,2024-12-08,2024-12-10,Lights,North,Safety Dept,Medium,2,2
C04140,2024-11-09,2024-11-12,Traffic,West,Electric Dept,Medium,3,3
C04141,2024-11-01,2024-11-15,Garbage,North,Sanitation,Low,5,14
C04142,2024-01-30,2024-02-03,Garbage,Central,Traffic Dept,Low,5,4
C04143,2024-07-08,2024-08-02,Garbage,West,Water Dept,High,4,25
C04144,2024-12-22,2025-01-10,Water,West,Electric Dept,Low,2,19
C04145,2024-01-25,2024-02-07,Traffic,East,Sanitation,High,1,13
C04146,2024-04-21,2024-04-28,Safety,East,Water Dept,Low,3,7
C04147,2024-07-24,2024-08-05,Garbage,West,Safety Dept,Medium,4,12
C04148,2024-07-03,2024-07-06,Lights,Central,Electric Dept,Low,2,3
C04149,2024-02-16,2024-03-10,Water,South,Roads Dept,High,1,23
C04150,2024-08-15,2024-09-07,Lights,East,Water Dept,Low,2,23
C04151,2024-02-08,2024-02-17,Traffic,Central,Roads Dept,Low,1,9
C04152,2024-01-16,2024-01-18,Road,Central,Drainage Dept,Low,2,2
C04153,2024-01-22,2024-02-20,Lights,East,Sanitation,High,2,29
C04154,2024-07-31,2024-08-22,Road,South,Safety Dept,High,4,22
C04155,2024-11-05,2024-11-14,Water,East,Traffic Dept,Low,2,9
C04156,2024-05-28,2024-06-09,Lights,Central,Sanitation,Low,2,12
C04157,2024-08-28,2024-09-09,Lights,North,Water Dept,Medium,4,12
C04158,2024-09-28,2024-10-13,Drainage,East,Roads Dept,High,4,15
C04159,2024-02-28,2024-03-01,Water,Central,Roads Dept,Medium,5,2
C04160,2024-10-13,2024-10-31,Water,East,Electric Dept,High,5,18
C04161,2024-07-20,2024-08-02,Garbage,Central,Sanitation,Low,4,13
C04162,2024-02-01,2024-02-15,Traffic,South,Sanitation,Low,3,14
C04163,2024-06-10,2024-06-15,Lights,Central,Water Dept,Low,1,5
C04164,2024-09-11,2024-10-07,Lights,West,Roads Dept,Medium,4,26
C04165,2024-09-10,2024-09-20,Safety,North,Water Dept,Low,5,10
C04166,2024-01-09,2024-01-21,Water,Central,Water Dept,Low,2,12
C04167,2024-05-18,2024-05-28,Water,East,Drainage Dept,Low,4,10
C04168,2024-01-10,2024-02-03,Traffic,East,Roads Dept,Medium,4,24
C04169,2024-08-01,2024-08-12,Water,Central,Water Dept,Low,5,11
C04170,2024-09-29,2024-10-24,Road,West,Roads Dept,Low,5,25
C04171,2024-11-19,2024-11-21,Road,Central,Water Dept,High,3,2
C04172,2024-02-17,2024-02-22,Drainage,South,Traffic Dept,Low,5,5
C04173,2024-04-20,2024-04-27,Road,West,Water Dept,Low,5,7
C04174,2024-06-01,2024-06-07,Road,Central,Water Dept,Medium,5,6
C04175,2024-05-02,2024-05-24,Traffic,North,Safety Dept,High,2,22
C04176,2024-12-22,2025-01-14,Lights,West,Traffic Dept,Medium,4,23
C04177,2024-04-11,2024-04-14,Road,Central,Sanitation,Low,4,3
C04178,2024-08-28,2024-09-10,Drainage,North,Roads Dept,High,5,13
C04179,2024-11-16,2024-11-19,Water,Central,Safety Dept,Medium,3,3
C04180,2024-07-09,2024-08-04,Road,South,Electric Dept,Low,5,26
C04181,2024-08-04,2024-08-29,Drainage,East,Traffic Dept,Medium,3,25
C04182,2024-02-20,2024-03-15,Traffic,Central,Safety Dept,Medium,4,24
C04183,2024-10-18,2024-11-08,Safety,West,Sanitation,Medium,3,21
C04184,2024-03-21,2024-03-27,Safety,Central,Water Dept,High,3,6
C04185,2024-03-28,2024-04-08,Safety,Central,Drainage Dept,Medium,1,11
C04186,2024-07-12,2024-08-09,Water,Central,Sanitation,High,3,28
C04187,2024-04-13,2024-05-09,Drainage,Central,Traffic Dept,Medium,3,26
C04188,2024-09-27,2024-10-14,Road,West,Drainage Dept,Low,2,17
C04189,2024-04-05,2024-04-15,Lights,West,Water Dept,Medium,4,10
C04190,2024-07-16,2024-07-28,Water,Central,Sanitation,Low,5,12
C04191,2024-01-01,2024-01-18,Water,East,Electric Dept,Low,1,17
C04192,2024-06-15,2024-06-19,Safety,Central,Roads Dept,Medium,3,4
C04193,2024-05-05,2024-05-07,Lights,West,Roads Dept,Medium,2,2
C04194,2024-11-08,2024-11-19,Safety,South,Traffic Dept,Low,2,11
C04195,2024-03-21,2024-03-28,Water,Central,Safety Dept,Low,5,7
C04196,2024-09-07,2024-09-09,Road,Central,Water Dept,Low,5,2
C04197,2024-06-17,2024-07-13,Safety,Central,Water Dept,High,4,26
C04198,2024-03-13,2024-03-31,Safety,Central,Roads Dept,Low,3,18
C04199,2024-05-20,2024-06-10,Safety,North,Sanitation,Medium,2,21
C04200,2024-03-10,2024-03-14,Water,Central,Water Dept,Medium,1,4
C04201,2024-09-18,2024-09-26,Road,West,Electric Dept,Low,4,8
C04202,2024-12-05,2024-12-25,Lights,West,Electric Dept,Low,3,20
C04203,2024-11-03,2024-11-17,Garbage,North,Water Dept,Low,5,14
C04204,2024-09-01,2024-09-13,Lights,Central,Water Dept,High,3,12
C04205,2024-01-03,2024-01-25,Road,East,Roads Dept,Medium,5,22
C04206,2024-12-02,2024-12-23,Traffic,Central,Traffic Dept,Medium,3,21
C04207,2024-03-03,2024-03-30,Safety,West,Roads Dept,Medium,1,27
C04208,2024-02-18,2024-03-07,Lights,South,Traffic Dept,Low,4,18
C04209,2024-03-16,2024-03-27,Traffic,South,Electric Dept,Low,5,11
C04210,2024-06-23,2024-07-22,Traffic,East,Traffic Dept,High,1,29
C04211,2024-04-18,2024-05-16,Road,Central,Roads Dept,High,2,28
C04212,2024-07-01,2024-07-09,Road,North,Water Dept,Medium,1,8
C04213,2024-07-10,2024-07-12,Safety,Central,Traffic Dept,Medium,1,2
C04214,2024-03-05,2024-03-30,Garbage,East,Roads Dept,Low,1,25
C04215,2024-12-02,2024-12-17,Drainage,East,Electric Dept,Low,5,15
C04216,2024-09-27,2024-10-06,Water,East,Drainage Dept,Medium,2,9
C04217,2024-04-09,2024-04-28,Lights,South,Traffic Dept,High,4,19
C04218,2024-02-01,2024-02-21,Road,Central,Electric Dept,Low,1,20
C04219,2024-12-17,2024-12-25,Lights,Central,Electric Dept,Low,5,8
C04220,2024-05-07,2024-06-01,Drainage,North,Sanitation,Low,5,25
C04221,2024-12-04,2024-12-23,Drainage,East,Drainage Dept,Low,4,19
C04222,2024-02-12,2024-02-17,Safety,East,Traffic Dept,Medium,3,5
C04223,2024-03-18,2024-03-29,Traffic,West,Roads Dept,High,2,11
C04224,2024-11-09,2024-11-24,Safety,West,Traffic Dept,High,2,15
C04225,2024-10-15,2024-10-23,Water,South,Traffic Dept,High,1,8
C04226,2024-09-26,2024-10-15,Garbage,Central,Drainage Dept,Medium,3,19
C04227,2024-06-10,2024-07-03,Lights,North,Safety Dept,Low,2,23
C04228,2024-07-07,2024-08-03,Water,North,Electric Dept,High,1,27
C04229,2024-09-03,2024-09-11,Garbage,East,Electric Dept,Low,3,8
C04230,2024-08-03,2024-08-29,Lights,North,Electric Dept,High,5,26
C04231,2024-11-10,2024-12-07,Water,East,Electric Dept,Medium,1,27
C04232,2024-12-04,2024-12-23,Road,Central,Drainage Dept,Low,3,19
C04233,2024-06-16,2024-07-04,Lights,North,Roads Dept,Medium,4,18
C04234,2024-12-04,2024-12-14,Water,East,Water Dept,Low,2,10
C04235,2024-07-11,2024-08-09,Drainage,Central,Sanitation,Low,1,29
C04236,2024-10-09,2024-10-16,Garbage,Central,Safety Dept,Low,5,7
C04237,2024-12-01,2024-12-29,Water,East,Safety Dept,High,1,28
C04238,2024-01-13,2024-01-22,Road,East,Electric Dept,Medium,2,9
C04239,2024-08-27,2024-08-28,Safety,South,Electric Dept,Low,2,1
C04240,2024-11-15,2024-12-04,Lights,Central,Sanitation,Low,3,19
C04241,2024-05-26,2024-05-31,Lights,East,Electric Dept,Medium,5,5
C04242,2024-07-22,2024-08-10,Lights,Central,Water Dept,Low,3,19
C04243,2024-03-20,2024-03-21,Road,North,Safety Dept,Medium,5,1
C04244,2024-02-12,2024-02-27,Garbage,West,Traffic Dept,Medium,1,15
C04245,2024-03-29,2024-04-14,Lights,West,Sanitation,Low,1,16
C04246,2024-05-27,2024-06-19,Garbage,East,Safety Dept,Low,3,23
C04247,2024-04-04,2024-04-11,Water,East,Roads Dept,Medium,4,7
C04248,2024-05-30,2024-06-25,Drainage,Central,Safety Dept,Low,2,26
C04249,2024-01-02,2024-01-14,Drainage,East,Sanitation,Low,3,12
C04250,2024-01-22,2024-01-30,Garbage,Central,Water Dept,Low,3,8
C04251,2024-11-08,2024-11-13,Garbage,East,Drainage Dept,Low,1,5
C04252,2024-11-23,2024-12-03,Drainage,Central,Roads Dept,High,2,10
C04253,2024-01-07,2024-02-04,Lights,East,Traffic Dept,Medium,3,28
C04254,2024-07-24,2024-08-14,Traffic,South,Electric Dept,Medium,1,21
C04255,2024-04-23,2024-04-28,Traffic,Central,Sanitation,Low,1,5
C04256,2024-09-28,2024-10-15,Road,South,Roads Dept,Low,3,17
C04257,2024-03-23,2024-04-18,Safety,South,Sanitation,Low,3,26
C04258,2024-06-27,2024-07-02,Drainage,South,Traffic Dept,High,1,5
C04259,2024-07-28,2024-08-19,Drainage,South,Sanitation,Low,3,22
C04260,2024-11-23,2024-12-08,Road,North,Safety Dept,Medium,2,15
C04261,2024-05-03,2024-05-16,Traffic,West,Safety Dept,Low,1,13
C04262,2024-04-22,2024-05-20,Water,North,Roads Dept,High,1,28
C04263,2024-01-12,2024-01-13,Lights,East,Water Dept,High,3,1
C04264,2024-05-05,2024-05-16,Lights,East,Drainage Dept,Low,3,11
C04265,2024-02-22,2024-03-16,Water,West,Roads Dept,Medium,3,23
C04266,2024-11-26,2024-11-27,Water,West,Sanitation,Low,2,1
C04267,2024-10-09,2024-10-20,Traffic,West,Traffic Dept,Medium,1,11
C04268,2024-05-19,2024-06-06,Road,South,Safety Dept,Low,4,18
C04269,2024-04-06,2024-04-24,Water,North,Electric Dept,Low,2,18
C04270,2024-01-05,2024-01-26,Road,East,Electric Dept,Low,2,21
C04271,2024-02-26,2024-03-23,Safety,North,Traffic Dept,High,1,26
C04272,2024-11-29,2024-12-15,Garbage,North,Sanitation,High,4,16
C04273,2024-03-09,2024-03-22,Lights,North,Drainage Dept,Low,1,13
C04274,2024-04-27,2024-05-04,Traffic,West,Traffic Dept,Medium,2,7
C04275,2024-02-28,2024-02-29,Lights,West,Sanitation,Low,3,1
C04276,2024-02-02,2024-02-28,Traffic,East,Roads Dept,Low,1,26
C04277,2024-11-13,2024-11-29,Garbage,East,Drainage Dept,High,1,16
C04278,2024-02-19,2024-02-20,Lights,East,Water Dept,Low,3,1
C04279,2024-01-19,2024-02-05,Garbage,North,Sanitation,Medium,4,17
C04280,2024-08-01,2024-08-07,Traffic,West,Electric Dept,Low,4,6
C04281,2024-07-15,2024-07-17,Water,South,Electric Dept,Low,1,2
C04282,2024-02-16,2024-03-04,Safety,North,Safety Dept,Low,3,17
C04283,2024-06-15,2024-06-21,Lights,Central,Drainage Dept,High,1,6
C04284,2024-10-15,2024-10-29,Garbage,North,Water Dept,Medium,3,14
C04285,2024-05-20,2024-06-07,Drainage,West,Sanitation,Low,2,18
C04286,2024-03-24,2024-03-30,Lights,Central,Water Dept,High,3,6
C04287,2024-06-30,2024-07-10,Lights,North,Safety Dept,High,1,10
C04288,2024-03-19,2024-04-12,Lights,West,Roads Dept,Low,5,24
C04289,2024-08-02,2024-08-20,Road,West,Water Dept,Low,4,18
C04290,2024-01-14,2024-02-10,Garbage,South,Roads Dept,Low,1,27
C04291,2024-08-02,2024-08-11,Garbage,North,Electric Dept,Low,3,9
C04292,2024-05-07,2024-05-15,Lights,West,Roads Dept,Medium,3,8
C04293,2024-11-05,2024-12-03,Water,East,Sanitation,Low,4,28
C04294,2024-09-04,2024-09-14,Lights,West,Drainage Dept,Low,1,10
C04295,2024-01-29,2024-02-15,Road,South,Drainage Dept,Low,5,17
C04296,2024-10-06,2024-10-29,Traffic,West,Sanitation,Low,2,23
C04297,2024-12-03,2025-01-01,Road,North,Sanitation,Medium,5,29
C04298,2024-11-14,2024-12-10,Water,North,Sanitation,Medium,2,26
C04299,2024-07-20,2024-07-26,Lights,Central,Traffic Dept,Low,2,6
C04300,2024-12-26,2025-01-09,Garbage,North,Safety Dept,Low,1,14
C04301,2024-02-26,2024-03-19,Safety,Central,Roads Dept,Low,2,22
C04302,2024-08-05,2024-08-27,Drainage,East,Sanitation,High,3,22
C04303,2024-03-02,2024-03-08,Lights,South,Drainage Dept,Low,2,6
C04304,2024-06-05,2024-07-01,Water,East,Water Dept,Low,2,26
C04305,2024-07-20,2024-07-27,Garbage,Central,Water Dept,Low,4,7
C04306,2024-01-17,2024-01-29,Road,West,Traffic Dept,Low,4,12
C04307,2024-11-17,2024-11-20,Traffic,West,Roads Dept,Low,1,3
